mac_code_file,mac_name_length_offset,mac_mangled_name,x86_address,confidence,evidence
CODE_11_views_2d.bin,0x000032C9,DrawTrampoline__3C2DFR9CViewData,0x0043CA30,high,"Exact dispatcher case `0x22`; state `0x18/0x1B` and capped timed resource `0x97`."
CODE_11_views_2d.bin,0x000033D2,DrawMover__3C2DFR9CViewData,0x0043CAC0,high,"Exact dispatcher case `0x34`; mode-selected frame/resource path plus animated alternate path."
CODE_11_views_2d.bin,0x00003594,DrawSlinky__3C2DFR9CViewData,0x0043CBB0,high,"Exact dispatcher case `0x35`; indexed offsets, four-resource selection, and timed state sequence agree."
CODE_11_views_2d.bin,0x000036BA,DrawPaintGun__3C2DFR9CViewData,0x0043CD50,high,"Exact dispatcher case `0x21`; distinctive multi-phase primary/secondary sequence."
CODE_11_views_2d.bin,0x00003766,DrawLaserFire__3C2DFR9CViewData,0x0043CE30,high,"Exact dispatcher cases `0x26/0x32`; type-selected resources `0x8F/0x8D`."
CODE_11_views_2d.bin,0x00003864,DrawLaser__3C2DFR9CViewData,0x0043CEA0,high,"Exact dispatcher cases `0x1E/0x2F/0x30/0x31`; same two type groups and timed resources `0x8C/0x8E`."
CODE_11_views_2d.bin,0x0000395B,DrawDuplicator__3C2DFR9CViewData,0x0043CFA0,high,"Exact dispatcher case `0x1C`; progress-driven resource `0x89`."
CODE_11_views_2d.bin,0x00003A2E,DrawCrate__3C2DFR9CViewDatai,0x0043D070,high,"Exact dispatcher case `0x11`; fixed/timed resources `0x86/0x87`."
CODE_11_views_2d.bin,0x00003AAA,DrawTimeBonus__3C2DFR9CViewData,0x0043D0F0,high,"Exact dispatcher case `0x1B`; indexed resource `0x85`."
CODE_11_views_2d.bin,0x00003D5C,DrawCatapult__3C2DFR9CViewDatai,0x0043D130,high,"Exact dispatcher case `4`; distinctive composite resource `0x74` sequence."
CODE_11_views_2d.bin,0x00003E4E,DrawSheep__3C2DFR9CViewDatai,0x0043D370,high,"Exact dispatcher case `7`; lookup-table animation behavior."
CODE_11_views_2d.bin,0x00003F38,DrawBall__3C2DFR9CViewData,0x0043D420,high,"Exact dispatcher case `9`; fixed/timed resources `0x7D/0x7E`."
CODE_11_views_2d.bin,0x00003FAA,DrawKey__3C2DFR9CViewDatai,0x0043D4B0,high,"Exact dispatcher cases `0x15/0x16/0x17`, passed indices `3/1/4`; resource `0xB2`."
CODE_11_views_2d.bin,0x0000407C,DrawMine__3C2DFR9CViewData,0x0043D500,high,"Exact dispatcher case `0x13`; state-dependent resources `0x83/0x84`."
CODE_11_views_2d.bin,0x000042DC,DrawDoor__3C2DFR9CViewData,0x0043D590,high,"Exact dispatcher cases `0x19/0x1A`; distinctive two-layer timed door sequence."
CODE_11_views_2d.bin,0x000043EC,DrawSwitch__3C2DFR9CViewData,0x0043D7E0,high,"Exact dispatcher case `0x14`; switch-state-selected rendering."
CODE_11_views_2d.bin,0x000044B1,DrawFlag__3C2DFR9CViewData11eObjectType,0x0043D8D0,high,"Exact dispatcher cases `0x0B/0x0C`, passing the object type into one shared renderer."
CODE_11_views_2d.bin,0x0000452C,DrawBonus__3C2DFR9CViewData,0x0043D950,high,"Exact dispatcher case `0x12`; fixed-frame entry."
CODE_11_views_2d.bin,0x0000485A,DrawTrapDoor__3C2DFR9CViewData,0x0043D990,high,"Exact dispatcher case `0x18`; distinctive multi-stage states `0x1F..0x23` and primary/secondary animation layers."
CODE_11_views_2d.bin,0x000057F0,DrawDemo__3C2DFv,0x0043FCE0,high,"Both toggle a demo icon every `500 ms`, render resource `0xF8`, and are selected by the top-level draw routine during demo playback."
CODE_11_views_2d.bin,0x00005900,DrawTime__3C2DFv,0x0043FD80,high,"Both clamp at `599`, format `m:ss`, cache the previous value, and submit text resource `0x115`."
CODE_11_views_2d.bin,0x0000591C,DrawPaused__3C2DFv,0x0043FE70,high,"Both bodies are genuine no-ops; both occupy the corresponding top-level draw call position."
CODE_11_views_2d.bin,0x00005A20,DrawScore__3C2DFv,0x0043FE80,high,"Both advance by `10` or `100`, cap at `9,999,999`, generate exactly seven digits, and use resource `0x115`."
CODE_11_views_2d.bin,0x00005A4C,ViewDataCmp__FPCvPCv,0x0043FF60,high,"Both comparator bodies return the subtraction of the depth field (`+0x38` Mac versus `+0x48` x86 due to platform record layout)."
CODE_11_views_2d.bin,0x00005AEE,SortViewData__3C2DFv,0x0043FF70,high,"Both compute each record’s depth key and quicksort the view-data array using the comparator; record strides are platform-specific `0x3C` versus `0x4C`."
CODE_11_views_2d.bin,0x00005F90,Draw__3C2DFRC7CVSRect,0x00440000,high,"Top-level call graph agrees: reset, object/depth rendering, then demo versus time/score paths and paused hook."
CODE_11_views_2d.bin,0x0000603C,ResetPrimitives__3C2DFv,0x00440400,high,"Called at the same top-level draw phase; resets the render target/upload state and per-frame primitive counters. Platform-specific backend calls differ as expected."
CODE_11_views_2d.bin,0x0000608E,DrawZBuff_Sprite__3C2DFiUs,0x00440460,high,"Both set the current depth value and dispatch one dynamic record through `DrawObject`; strides are Mac `0x3C`, x86 `0x4C`."
CODE_11_views_2d.bin,0x00006190,DrawZBuff_Anim__3C2DFiUs,0x00440490,high,"Both transform static animation coordinates, set depth, optionally emit repeated columns, then emit the mapped static entry."
CODE_11_views_2d.bin,0x000063FA,DrawObjectsZBuff__3C2DFv,0x00440560,high,"Both transform and sort dynamic entries, then merge dynamic sprites with static animation entries by depth; x86 callees directly include sort, dynamic draw, static draw, and sort-key calculation."
CODE_11_views_2d.bin,0x000064AA,CalcZValue_Sprite__3C2DFi,0x004407E0,high,"Both return `0x7FFF` for object type `0x18`; otherwise return `z + CalcGroundCode(...) + 1`."
CODE_11_views_2d.bin,0x00006729,CalcGroundCode__3C2DF11eObjectTypeiiUs,0x00440840,high,"Same object-type exceptions, tile-coordinate normalization, four neighboring terrain samples, collision-edge tests, and `0x40/0x80` depth-bias results."
CODE_11_views_2d.bin,0x0000742A,RegisterRemaps__3C2DFv,0x004363C0,high,"loads palette 0x2e, builds four indexed remaps plus one special remap, and stores all five handles"
CODE_11_views_2d.bin,0x00007476,UnRegisterRemaps__3C2DFv,0x00436480,high,releases the five consecutive palette-remap handles created by RegisterRemaps
CODE_11_views_2d.bin,0x000074A9,CursorChangeType__3C2DF18eCursorDisplayTypei,0x004364B0,high,two-argument forwarder to the level-screen status-indicator mode implementation
CODE_11_views_2d.bin,0x000077FA,OnLoaded__3C2DFv,0x004364D0,high,"activates the level screen, computes scale and viewport, creates the action panel, enables z-buffering, and starts the level session"
CODE_11_views_2d.bin,0x00007816,DoButtons__3C2DFv,0x00436690,high,no-op callback in the exact ordered C2D slot between OnLoaded and OnZoom
CODE_11_views_2d.bin,0x00007832,OnZoom__3C2DFRC7CVSRect,0x004366A0,high,no-op rectangle callback in the exact ordered C2D slot immediately before the independently identified OnSize body
CODE_11_views_2d.bin,0x0000790A,OnSize__3C2DFRC7CVSRect,0x004366B0,high,"reads the two-short viewport extent, applies scale +0x160, marks refresh state, and relayouts the action panel"
CODE_11_views_2d.bin,0x000079AA,SetUpRemapPalettes__3C2DFv,0x00436760,high,"builds the 256-byte level palette map, applies substitutions 0x37/0x5c/0x71/0x75/0x80, and registers resource 0x2e"
CODE_11_views_2d.bin,0x000079E4,KillRemapPalettes__3C2DFv,0x00436830,high,releases the resource-0x2e palette remap handle stored at C2D +0x968
CODE_11_views_2d.bin,0x00007A74,Restart__3C2DFv,0x00436850,high,"clears viewport offsets, resets pause state, reinitializes and starts level mode, and synchronizes progress fields"
CODE_11_views_2d.bin,0x00007AFA,CheckValidFormGroup__3C2DFv,0x004369B0,high,walks selected ids at +0xa50 and removes entries whose registered game object is invalid
CODE_11_views_2d.bin,0x00007F34,Process__3C2DFv,0x00436A10,high,"top-level update validates grouping, services activation/cursor/pause, and handles completion, restart, and network exit"
CODE_11_views_2d.bin,0x00008257,FindGameObject__3C2DFRC8CVSPointRiUc,0x00436E40,high,tests the point against typed 0x4c-byte view records and writes the selected record index with requested preference
CODE_11_views_2d.bin,0x000082AE,AddObjectToGroup__3C2DFiUc,0x00437130,high,"appends a 16-bit object id at +0xa50, increments count, and optionally updates the group cursor"
CODE_11_views_2d.bin,0x00008340,FormGroup__3C2DFv,0x00437170,high,"validates selected ids, dispatches event 5 with count and array, then clears grouping state"
CODE_11_views_2d.bin,0x000083B8,MoveGroup__3C2DFRC8CVSPoint,0x004371E0,high,dispatches event 2 with the two-coordinate destination and clears grouping state
CODE_11_views_2d.bin,0x00008570,SelectLemming__3C2DFi,0x00437340,high,"loads a lemming id through the level-mode registry, dispatches event 8, and clears selection"
CODE_11_views_2d.bin,0x000085F6,SelectObject__3C2DFi,0x004373B0,high,"loads an id from the indexed 0x4c-byte view record, dispatches event 8, and clears selection"
CODE_11_views_2d.bin,0x00008646,InGroupByObjectNo__3C2DFi,0x00437420,high,linearly searches the selected 16-bit object-id array at +0xa50
CODE_11_views_2d.bin,0x000086D3,RemoveFromGroupByObjectNo__3C2DFi,0x00437460,high,"compacts selected ids after removal and repairs count, cursor, and grouping mode"
CODE_11_views_2d.bin,0x00008735,IsInGrouping__3C2DFP11CGameObject,0x004374E0,high,compares the CGameObject id at +0x6a against the selected-id array
CODE_11_views_2d.bin,0x000088C5,NoStateLeftClick__3C2DFRC8CVSPointRC8CVSPointUcUc,0x00437520,high,"normal-mode click selects lemmings, dispatches object actions, or sends a point command by view-record type"
CODE_11_views_2d.bin,0x00008A7B,GroupingLeftClick__3C2DFRC8CVSPointRC8CVSPointUc,0x004376B0,high,grouping click toggles selected lemming ids and commits the group before object or point commands
CODE_11_views_2d.bin,0x00008B03,LeftClick__3C2DFRC8CVSPointRC8CVSPointUcUc,0x00437840,high,dispatches to no-state or grouping left-click behavior from grouping mode +0xa48
CODE_11_views_2d.bin,0x00008BD1,NoStateRightClick__3C2DFRC8CVSPointRC8CVSPoint,0x00437890,high,"resolves a hotspot or dispatches event 4 with tile coordinates, then clears grouping mode"
CODE_11_views_2d.bin,0x00008C45,RightClick__3C2DFRC8CVSPointRC8CVSPoint,0x00437930,high,commits any active group before forwarding to the no-state right-click point-command path
CODE_11_views_2d.bin,0x00008E78,ScreenToGame__3C2DFiiRiRi,0x00437970,high,"searches terrain cells, applies screen/tile transforms and shape-mask testing, and writes two game coordinates"
CODE_11_views_2d.bin,0x00008FE6,ProcessMsg__3C2DFP10tagMESSAGE,0x00437B60,high,"filters inactive/demo input and maps command ids to previous/next selection, projectile requests, and lemming selection"
CODE_11_views_2d.bin,0x000090B1,NewPauseWindow__3C2DF20ePauseWindowMessages,0x00437D00,high,"replaces the pause dialog, constructs the requested 0x20c-byte variant, and records prior/current states"
CODE_11_views_2d.bin,0x00009134,TriggerPause__3C2DFUc,0x00437DA0,high,unpauses directly or requests level game-state 1 when level mode permits pausing
CODE_11_views_2d.bin,0x000091F4,SetPause__3C2DFUc,0x00437DE0,high,"updates pause flags, frame-clock state, level-mode state, and active pause-window variant"
CODE_11_views_2d.bin,0x0000941E,SetMouseShape__3C2DFv,0x00437E90,high,"derives cursor mode from panel, hotspot, terrain-mask, and timed-toggle state and forwards the shape"
CODE_11_views_2d.bin,0x000094FC,SendCursorMsg__3C2DFv,0x004380C0,high,resolves the current viewport anchor to terrain coordinates and dispatches level-screen event 1
CODE_11_views_2d.bin,0x0000956E,OnInside__3C2DFRC8CVSPoint,0x00438170,high,stores the two-short pointer position in the adjusted C2D subobject and sends the cursor message
CODE_11_views_2d.bin,0x000095DD,OnButtonUp__3C2DFRC8CVSPoint12BUTTON_FLAGS,0x004381C0,high,clears the button-latched flag and sends the cursor message when the screen is active
CODE_11_views_2d.bin,0x00009731,OnButtonDown__3C2DFRC8CVSPoint12BUTTON_FLAGS,0x00438210,high,converts the point to game coordinates and routes modes 0/3 to LeftClick and 1/4 to RightClick
CODE_06_AI.bin,0x0000129F,SendGameState__3CAIF11eGameStates16eGameStateStages,0x00411B70,high,"writes state/stage plus time and score to the network stream; exact CAI sequence, signatures, and neighboring bodies corroborate ownership"
CODE_06_AI.bin,0x0000153D,RemoteGameState__3CAIFP17CGameStateMessage,0x00411C10,high,"decodes and acknowledges received state/stage messages; exact CAI sequence, signatures, and neighboring bodies corroborate ownership"
CODE_06_AI.bin,0x000016B8,GameState__3CAIF11eGameStatus,0x00411F20,high,"maps local game statuses to the network/offline state machine; exact CAI sequence, signatures, and neighboring bodies corroborate ownership"
CODE_06_AI.bin,0x0000175A,SetPlayerIDs__3CAIFv,0x00412080,high,"assigns free slot ids to two four-player arrays by network side; exact CAI sequence, signatures, and neighboring bodies corroborate ownership"
CODE_06_AI.bin,0x00001896,DecideAnimsRequired__3CAIFv,0x00412100,high,"derives enabled chunk types from entities and managers; exact CAI sequence, signatures, and neighboring bodies corroborate ownership"
CODE_06_AI.bin,0x000018C8,AddTime__3CAIFi,0x004121E0,high,"adds the integer argument to CAI field +0xE8; exact CAI sequence, signatures, and neighboring bodies corroborate ownership"
CODE_06_AI.bin,0x00001B74,Process__3CAIFUc,0x004121F0,high,"services one frame using its byte mode, clock, state, managers, and stream; exact CAI sequence, signatures, and neighboring bodies corroborate ownership"
CODE_06_AI.bin,0x00001C3C,GetData__3CAIFP9CViewData,0x004124D0,high,"emits sequential 0x4C-byte view records and returns the count; exact CAI sequence, signatures, and neighboring bodies corroborate ownership"
CODE_06_AI.bin,0x00001C77,HitTrampoline__3CAIFRC7AICOORDP11CGameObject,0x004125C0,high,"forwards AICOORD and CGameObject to manager +0x1B4; exact CAI sequence, signatures, and neighboring bodies corroborate ownership"
CODE_06_AI.bin,0x00001CC1,IsLemmingPlayerControlled__3CAIFP14CPlayerLemming,0x004125E0,high,"queries player-lemming manager +0x15C for the supplied object; exact CAI sequence, signatures, and neighboring bodies corroborate ownership"
CODE_06_AI.bin,0x00001D59,FireBullet__3CAIFUs11eBulletType6eOwneri7AICOORD7AICOORD,0x00412600,high,"copies two AICOORDs and forwards bullet type owner and id to manager +0x168; exact CAI sequence, signatures, and neighboring bodies corroborate ownership"
CODE_06_AI.bin,0x00001E8A,ProcessMsg__3CAIFP10tagMESSAGE,0x00412660,high,"dispatches tagMESSAGE ids 2..8 to move clear door previous next and select actions; exact CAI sequence, signatures, and neighboring bodies corroborate ownership"
CODE_06_AI.bin,0x00000270,__ct__3CAIFP5CGame,0x00410C10,high,"constructs bases and owner +0x154, allocates the 100-entry table, then calls Restart; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x00000C38,Restart__3CAIFv,0x00410D00,high,"resets clocks and registries and constructs every manager at +0x158..+0x1CC; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x00001160,__dt__3CAIFv,0x004117A0,high,"real non-deleting teardown unregisters and destroys every manager and owned table; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x000011DC,Start__3CAIFv,0x00411B10,high,"initializes network/demo session timing and requests initial state; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x00001ED1,PlayerCheckGroupIntersection__3CAIFP7CVSRectP7AICOORD,0x00412780,high,"forwards rect/output through player manager +0x15C vslot 0x50; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x00001F2F,EnemyCheckGroupIntersection__3CAIFP7CVSRectP7AICOORD,0x004127A0,high,"forwards rect/output through enemy manager +0x174 vslot 0x50; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x00001F8B,SheepCheckGroupIntersection__3CAIFP7CVSRectP7AICOORD,0x004127C0,high,"forwards rect/output through sheep manager +0x170 vslot 0x50; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x00001FE1,BulletCheckGroupIntersection__3CAIFP7CVSRectP7AICOORD,0x004127E0,high,"forwards rect/output through projectile manager +0x168 vslot 0x50; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x00002255,StepOn__3CAIFRC7AICOORDP11CGameObjectUs,0x00412890,high,"samples terrain then dispatches mine lift rock hand laser ice and invisible contacts by mask; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x00002307,OpenDoor__3CAIFRC7AICOORDP11CGameObjectUs,0x00412AD0,high,"tests blocking tile 0x8000 and mask 0x20 then forwards to door manager +0x190; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x00002374,GetNodePosition__3CAIFi,0x00412B60,high,"indexed node query returns a three-dword AICOORD through the hidden aggregate pointer; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x000024D4,QuitGame__3CAIFv,0x00412C60,high,"clears end latch, writes status 5, and requests game state 5; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x000025A9,SwitchMessage__3CAIF9swMessageiii,0x00412C80,high,"dispatches message kind plus three ints to lift door move and ice managers; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x0000262E,GetPlayerPos__3CAIFiR7AICOORD,0x00412DC0,high,"finds player by 16-bit id and copies x y z fields into AICOORD; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x0000266E,GetOrigin__3CAIFR7AICOORDRUc,0x00412E20,high,"fills coordinate and status outputs from the active player manager; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x0000270C,AddNewTrapDoor__3CAIFiiiUl,0x00412EB0,high,"shifts three coordinates by 12, allocates an id, and appends type 0x18; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x00002800,LoadLevel__3CAIFPUciUc,0x00412F10,high,"decodes AI version, dimensions, time, and player-count fields from buffer; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x0000287E,FixUpLevel__3CAIFv,0x00412FB0,high,"post-load pass assigns missing 0xFFFF entity ids and fixes type 0x14 children; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x000028AE,DoorId__3CAIFi,0x00413000,high,"indexed id query through door manager +0x190; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x000028DA,LiftId__3CAIFi,0x00413020,high,"indexed id query through lift manager +0x18C; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x00002902,GetDead__3CAIFv,0x00413040,high,"destructive no-argument read from player-lemming history; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x0000291F,GetObjectRequired__3CAIF11eObjectType,0x00413090,high,"constant-true object-type query paired with the adjacent setter; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x0000297B,SetObjectRequired__3CAIF11eObjectTypeUc,0x004130A0,high,"writes flags[type] for the enum and byte value except special types 0x211..0x212; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x000029C8,FindMoverHeight__3CAIFiiRi,0x004130D0,high,"forwards two coordinates and output reference to move manager +0x1C0; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x00002A36,AddANetworkStart__3CAIFiiii,0x00413180,high,"stores indexed x y z into parallel arrays +0x90 +0xA0 +0xB0; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x00002AE8,SetNetworkTrapDoors__3CAIFiiiii,0x004131E0,high,"stores network profile ranges and clamps marker arrays to 0..0x400; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x00002BA8,LoadFlagInfo__3CAIFPUci,0x00413300,high,"decodes two flag/team words and swaps them according to game/network mode; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x00002BD6,nDead__3CAIFv,0x00413370,high,"non-destructive no-argument player history count paired with GetDead; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
CODE_06_AI.bin,0x00002C0C,Score__3CAIFi,0x00413390,high,"adds to score +0xF0 and clamps at distinctive 9999999; x86 signature, ILT/callers, CAI layout, and exact family sequence corroborate ownership"
